ZONE,ADJ_SA4,TRIP MODE,QUANTITY
48, City and Inner South (CBD),WALK,1901
48, City and Inner South (CBD),WALK_AB,447
48, City and Inner South (CBD),WALK_BM,576
48, City and Inner South (CBD),WALK_MR,965
49, City and Inner South (CBD),BIKE,74
49, City and Inner South (CBD),DRIVEALONE,2118
49, City and Inner South (CBD),KNR_TRN,112
49, City and Inner South (CBD),PNR_TRN,96
49, City and Inner South (CBD),SHARED2,388
49, City and Inner South (CBD),SHARED3,41
49, City and Inner South (CBD),TAXI,32
49, City and Inner South (CBD),TNC_SHARED,43
49, City and Inner South (CBD),TNC_SINGLE,55
49, City and Inner South (CBD),WALK,1307
49, City and Inner South (CBD),WALK_AB,325
49, City and Inner South (CBD),WALK_BM,444
49, City and Inner South (CBD),WALK_MR,716
50, City and Inner South (CBD),BIKE,67
50, City and Inner South (CBD),DRIVEALONE,2763
50, City and Inner South (CBD),KNR_TRN,135
50, City and Inner South (CBD),PNR_TRN,119
50, City and Inner South (CBD),SHARED2,515
50, City and Inner South (CBD),SHARED3,51
50, City and Inner South (CBD),TAXI,58
50, City and Inner South (CBD),TNC_SHARED,46
50, City and Inner South (CBD),TNC_SINGLE,72
50, City and Inner South (CBD),WALK,1737
50, City and Inner South (CBD),WALK_AB,393
50, City and Inner South (CBD),WALK_BM,525
50, City and Inner South (CBD),WALK_MR,914
51, City and Inner South (CBD),BIKE,48
51, City and Inner South (CBD),DRIVEALONE,1422
51, City and Inner South (CBD),KNR_TRN,71
51, City and Inner South (CBD),PNR_TRN,50
51, City and Inner South (CBD),SHARED2,320
51, City and Inner South (CBD),SHARED3,44
51, City and Inner South (CBD),TAXI,25
51, City and Inner South (CBD),TNC_SHARED,19
51, City and Inner South (CBD),TNC_SINGLE,32
51, City and Inner South (CBD),WALK,988
51, City and Inner South (CBD),WALK_AB,245
51, City and Inner South (CBD),WALK_BM,293
51, City and Inner South (CBD),WALK_MR,546
52, City and Inner South (CBD),BIKE,72
52, City and Inner South (CBD),DRIVEALONE,2718
52, City and Inner South (CBD),KNR_TRN,117
52, City and Inner South (CBD),PNR_TRN,107
52, City and Inner South (CBD),SHARED2,476
52, City and Inner South (CBD),SHARED3,54
52, City and Inner South (CBD),TAXI,45
52, City and Inner South (CBD),TNC_SHARED,53
52, City and Inner South (CBD),TNC_SINGLE,68
52, City and Inner South (CBD),WALK,1540
52, City and Inner South (CBD),WALK_AB,327
52, City and Inner South (CBD),WALK_BM,492
52, City and Inner South (CBD),WALK_MR,881
53, City and Inner South (CBD),BIKE,62
53, City and Inner South (CBD),DRIVEALONE,2174
53, City and Inner South (CBD),KNR_TRN,93
53, City and Inner South (CBD),PNR_TRN,81
53, City and Inner South (CBD),SHARED2,393
53, City and Inner South (CBD),SHARED3,43
53, City and Inner South (CBD),TAXI,46
53, City and Inner South (CBD),TNC_SHARED,31
53, City and Inner South (CBD),TNC_SINGLE,58
53, City and Inner South (CBD),WALK,1282
53, City and Inner South (CBD),WALK_AB,309
53, City and Inner South (CBD),WALK_BM,375
53, City and Inner South (CBD),WALK_MR,684
54, City and Inner South (CBD),BIKE,118
54, City and Inner South (CBD),DRIVEALONE,4064
54, City and Inner South (CBD),KNR_TRN,191
54, City and Inner South (CBD),PNR_TRN,160
54, City and Inner South (CBD),SHARED2,781
54, City and Inner South (CBD),SHARED3,75
54, City and Inner South (CBD),TAXI,76
54, City and Inner South (CBD),TNC_SHARED,85
54, City and Inner South (CBD),TNC_SINGLE,132
54, City and Inner South (CBD),WALK,2680
54, City and Inner South (CBD),WALK_AB,608
54, City and Inner South (CBD),WALK_BM,677
54, City and Inner South (CBD),WALK_MR,1347
55, City and Inner South (CBD),BIKE,35
55, City and Inner South (CBD),DRIVEALONE,1703
55, City and Inner South (CBD),KNR_TRN,83
55, City and Inner South (CBD),PNR_TRN,83
55, City and Inner South (CBD),SHARED2,315
55, City and Inner South (CBD),SHARED3,31
55, City and Inner South (CBD),TAXI,26
55, City and Inner South (CBD),TNC_SHARED,40
55, City and Inner South (CBD),TNC_SINGLE,49
55, City and Inner South (CBD),WALK,1175
55, City and Inner South (CBD),WALK_AB,242
55, City and Inner South (CBD),WALK_BM,290
55, City and Inner South (CBD),WALK_MR,572
56, City and Inner South (CBD),BIKE,52
56, City and Inner South (CBD),DRIVEALONE,1837
56, City and Inner South (CBD),KNR_TRN,171
56, City and Inner South (CBD),PNR_TRN,71
56, City and Inner South (CBD),SHARED2,352
56, City and Inner South (CBD),SHARED3,38
56, City and Inner South (CBD),TAXI,29
56, City and Inner South (CBD),TNC_SHARED,24
56, City and Inner South (CBD),TNC_SINGLE,37
56, City and Inner South (CBD),WALK,1288
56, City and Inner South (CBD),WALK_AB,358
56, City and Inner South (CBD),WALK_BM,557
56, City and Inner South (CBD),WALK_MR,773
57, City and Inner South (CBD),BIKE,166
57, City and Inner South (CBD),DRIVEALONE,7199
57, City and Inner South (CBD),KNR_TRN,761
57, City and Inner South (CBD),PNR_TRN,324
57, City and Inner South (CBD),SCHOOLBUS,2
57, City and Inner South (CBD),SHARED2,1432
57, City and Inner South (CBD),SHARED3,146
57, City and Inner South (CBD),TAXI,120
57, City and Inner South (CBD),TNC_SHARED,122
57, City and Inner South (CBD),TNC_SINGLE,191
57, City and Inner South (CBD),WALK,4885
57, City and Inner South (CBD),WALK_AB,1257
57, City and Inner South (CBD),WALK_BM,1765
57, City and Inner South (CBD),WALK_MR,3293
58, City and Inner South (CBD),BIKE,123
58, City and Inner South (CBD),DRIVEALONE,4688
58, City and Inner South (CBD),KNR_TRN,365
58, City and Inner South (CBD),PNR_TRN,207
58, City and Inner South (CBD),SHARED2,927
58, City and Inner South (CBD),SHARED3,96
58, City and Inner South (CBD),TAXI,73
58, City and Inner South (CBD),TNC_SHARED,81
58, City and Inner South (CBD),TNC_SINGLE,105
58, City and Inner South (CBD),WALK,3268
58, City and Inner South (CBD),WALK_AB,804
58, City and Inner South (CBD),WALK_BM,1157
58, City and Inner South (CBD),WALK_MR,1995
59, City and Inner South (CBD),BIKE,71
59, City and Inner South (CBD),DRIVEALONE,2029
59, City and Inner South (CBD),KNR_TRN,164
59, City and Inner South (CBD),PNR_TRN,79
59, City and Inner South (CBD),SCHOOLBUS,1
59, City and Inner South (CBD),SHARED2,441
59, City and Inner South (CBD),SHARED3,54
59, City and Inner South (CBD),TAXI,30
59, City and Inner South (CBD),TNC_SHARED,29
59, City and Inner South (CBD),TNC_SINGLE,38
59, City and Inner South (CBD),WALK,1494
59, City and Inner South (CBD),WALK_AB,373
59, City and Inner South (CBD),WALK_BM,532
59, City and Inner South (CBD),WALK_MR,931
60, City and Inner South (CBD),BIKE,44
60, City and Inner South (CBD),DRIVEALONE,1958
60, City and Inner South (CBD),KNR_TRN,231
60, City and Inner South (CBD),PNR_TRN,204
60, City and Inner South (CBD),SCHOOLBUS,1
60, City and Inner South (CBD),SHARED2,363
60, City and Inner South (CBD),SHARED3,47
60, City and Inner South (CBD),TAXI,41
60, City and Inner South (CBD),TNC_SHARED,36
60, City and Inner South (CBD),TNC_SINGLE,55
60, City and Inner South (CBD),WALK,1541
60, City and Inner South (CBD),WALK_AB,385
60, City and Inner South (CBD),WALK_BM,550
60, City and Inner South (CBD),WALK_MR,928
61, City and Inner South (CBD),BIKE,54
61, City and Inner South (CBD),DRIVEALONE,2322
61, City and Inner South (CBD),KNR_TRN,112
61, City and Inner South (CBD),PNR_TRN,80
61, City and Inner South (CBD),SHARED2,455
61, City and Inner South (CBD),SHARED3,39
61, City and Inner South (CBD),TAXI,43
61, City and Inner South (CBD),TNC_SHARED,38
61, City and Inner South (CBD),TNC_SINGLE,54
61, City and Inner South (CBD),WALK,1522
61, City and Inner South (CBD),WALK_AB,326
61, City and Inner South (CBD),WALK_BM,470
61, City and Inner South (CBD),WALK_MR,864
62, City and Inner South (CBD),BIKE,45
62, City and Inner South (CBD),DRIVEALONE,1737
62, City and Inner South (CBD),KNR_TRN,181
62, City and Inner South (CBD),PNR_TRN,180
62, City and Inner South (CBD),SCHOOLBUS,1
62, City and Inner South (CBD),SHARED2,331
62, City and Inner South (CBD),SHARED3,36
62, City and Inner South (CBD),TAXI,18
62, City and Inner South (CBD),TNC_SHARED,29
62, City and Inner South (CBD),TNC_SINGLE,60
62, City and Inner South (CBD),WALK,1171
62, City and Inner South (CBD),WALK_AB,265
62, City and Inner South (CBD),WALK_BM,361
62, City and Inner South (CBD),WALK_MR,703
63, City and Inner South (CBD),BIKE,35
63, City and Inner South (CBD),DRIVEALONE,1486
63, City and Inner South (CBD),KNR_TRN,79
63, City and Inner South (CBD),PNR_TRN,55
63, City and Inner South (CBD),SHARED2,339
63, City and Inner South (CBD),SHARED3,36
63, City and Inner South (CBD),TAXI,19
63, City and Inner South (CBD),TNC_SHARED,28
63, City and Inner South (CBD),TNC_SINGLE,41
63, City and Inner South (CBD),WALK,839
63, City and Inner South (CBD),WALK_AB,225
63, City and Inner South (CBD),WALK_BM,308
63, City and Inner South (CBD),WALK_MR,481
64, City and Inner South (CBD),BIKE,7
64, City and Inner South (CBD),DRIVEALONE,140
64, City and Inner South (CBD),KNR_TRN,8
64, City and Inner South (CBD),PNR_TRN,11
64, City and Inner South (CBD),SHARED2,29
64, City and Inner South (CBD),SHARED3,2
64, City and Inner South (CBD),TNC_SHARED,3
64, City and Inner South (CBD),TNC_SINGLE,9
64, City and Inner South (CBD),WALK,37
64, City and Inner South (CBD),WALK_AB,12
64, City and Inner South (CBD),WALK_BM,13
64, City and Inner South (CBD),WALK_MR,38
65, City and Inner South (CBD),BIKE,12
65, City and Inner South (CBD),DRIVEALONE,351
65, City and Inner South (CBD),KNR_TRN,23
65, City and Inner South (CBD),PNR_TRN,17
65, City and Inner South (CBD),SCHOOLBUS,1
65, City and Inner South (CBD),SHARED2,91
65, City and Inner South (CBD),SHARED3,13
65, City and Inner South (CBD),TAXI,9
65, City and Inner South (CBD),TNC_SHARED,5
65, City and Inner South (CBD),TNC_SINGLE,5
65, City and Inner South (CBD),WALK,538
65, City and Inner South (CBD),WALK_AB,38
65, City and Inner South (CBD),WALK_BM,51
65, City and Inner South (CBD),WALK_MR,108
66, City and Inner South (CBD),BIKE,6
66, City and Inner South (CBD),DRIVEALONE,253
66, City and Inner South (CBD),KNR_TRN,13
66, City and Inner South (CBD),PNR_TRN,9
66, City and Inner South (CBD),SHARED2,52
66, City and Inner South (CBD),SHARED3,8
66, City and Inner South (CBD),TAXI,3
66, City and Inner South (CBD),TNC_SHARED,4
66, City and Inner South (CBD),TNC_SINGLE,7
66, City and Inner South (CBD),WALK,142
66, City and Inner South (CBD),WALK_AB,35
66, City and Inner South (CBD),WALK_BM,57
66, City and Inner South (CBD),WALK_MR,76
67, City and Inner South (CBD),BIKE,86
67, City and Inner South (CBD),DRIVEALONE,3183
67, City and Inner South (CBD),KNR_TRN,367
67, City and Inner South (CBD),PNR_TRN,309
67, City and Inner South (CBD),SHARED2,654
67, City and Inner South (CBD),SHARED3,61
67, City and Inner South (CBD),TAXI,78
67, City and Inner South (CBD),TNC_SHARED,58
67, City and Inner South (CBD),TNC_SINGLE,98
67, City and Inner South (CBD),WALK,2315
67, City and Inner South (CBD),WALK_AB,541
67, City and Inner South (CBD),WALK_BM,688
67, City and Inner South (CBD),WALK_MR,1182
68, City and Inner South (CBD),BIKE,41
68, City and Inner South (CBD),DRIVEALONE,1689
68, City and Inner South (CBD),KNR_TRN,236
68, City and Inner South (CBD),PNR_TRN,145
68, City and Inner South (CBD),SHARED2,362
68, City and Inner South (CBD),SHARED3,39
68, City and Inner South (CBD),TAXI,33
68, City and Inner South (CBD),TNC_SHARED,35
68, City and Inner South (CBD),TNC_SINGLE,49
68, City and Inner South (CBD),WALK,1368
68, City and Inner South (CBD),WALK_AB,373
68, City and Inner South (CBD),WALK_BM,445
68, City and Inner South (CBD),WALK_MR,754
69, City and Inner South (CBD),BIKE,18
69, City and Inner South (CBD),DRIVEALONE,1134
69, City and Inner South (CBD),KNR_TRN,173
69, City and Inner South (CBD),PNR_TRN,104
69, City and Inner South (CBD),SHARED2,229
69, City and Inner South (CBD),SHARED3,21
69, City and Inner South (CBD),TAXI,23
69, City and Inner South (CBD),TNC_SHARED,23
69, City and Inner South (CBD),TNC_SINGLE,29
69, City and Inner South (CBD),WALK,878
69, City and Inner South (CBD),WALK_AB,261
69, City and Inner South (CBD),WALK_BM,341
69, City and Inner South (CBD),WALK_MR,537
70, City and Inner South (CBD),BIKE,26
70, City and Inner South (CBD),DRIVEALONE,912
70, City and Inner South (CBD),KNR_TRN,122
70, City and Inner South (CBD),PNR_TRN,94
70, City and Inner South (CBD),SCHOOLBUS,1
70, City and Inner South (CBD),SHARED2,213
70, City and Inner South (CBD),SHARED3,17
70, City and Inner South (CBD),TAXI,17
70, City and Inner South (CBD),TNC_SHARED,18
70, City and Inner South (CBD),TNC_SINGLE,22
70, City and Inner South (CBD),WALK,768
70, City and Inner South (CBD),WALK_AB,164
70, City and Inner South (CBD),WALK_BM,209
70, City and Inner South (CBD),WALK_MR,413
71, City and Inner South (CBD),BIKE,40
71, City and Inner South (CBD),DRIVEALONE,1440
71, City and Inner South (CBD),KNR_TRN,140
71, City and Inner South (CBD),PNR_TRN,49
71, City and Inner South (CBD),SHARED2,297
71, City and Inner South (CBD),SHARED3,29
71, City and Inner South (CBD),TAXI,24
71, City and Inner South (CBD),TNC_SHARED,23
71, City and Inner South (CBD),TNC_SINGLE,32
71, City and Inner South (CBD),WALK,1069
71, City and Inner South (CBD),WALK_AB,248
71, City and Inner South (CBD),WALK_BM,378
71, City and Inner South (CBD),WALK_MR,606
72, City and Inner South (CBD),BIKE,93
72, City and Inner South (CBD),DRIVEALONE,3185
72, City and Inner South (CBD),KNR_TRN,231
72, City and Inner South (CBD),PNR_TRN,141
72, City and Inner South (CBD),SHARED2,648
72, City and Inner South (CBD),SHARED3,85
72, City and Inner South (CBD),TAXI,52
72, City and Inner South (CBD),TNC_SHARED,50
72, City and Inner South (CBD),TNC_SINGLE,77
72, City and Inner South (CBD),WALK,2404
72, City and Inner South (CBD),WALK_AB,521
72, City and Inner South (CBD),WALK_BM,767
72, City and Inner South (CBD),WALK_MR,1251
73, City and Inner South (CBD),BIKE,131
73, City and Inner South (CBD),DRIVEALONE,5647
73, City and Inner South (CBD),KNR_TRN,407
73, City and Inner South (CBD),PNR_TRN,223
73, City and Inner South (CBD),SCHOOLBUS,1
73, City and Inner South (CBD),SHARED2,1037
73, City and Inner South (CBD),SHARED3,110
73, City and Inner South (CBD),TAXI,112
73, City and Inner South (CBD),TNC_SHARED,117
73, City and Inner South (CBD),TNC_SINGLE,146
73, City and Inner South (CBD),WALK,4434
73, City and Inner South (CBD),WALK_AB,889
73, City and Inner South (CBD),WALK_BM,1329
73, City and Inner South (CBD),WALK_MR,2173
74, City and Inner South (CBD),BIKE,108
74, City and Inner South (CBD),DRIVEALONE,4672
74, City and Inner South (CBD),KNR_TRN,276
74, City and Inner South (CBD),PNR_TRN,168
74, City and Inner South (CBD),SHARED2,899
74, City and Inner South (CBD),SHARED3,83
74, City and Inner South (CBD),TAXI,90
74, City and Inner South (CBD),TNC_SHARED,72
74, City and Inner South (CBD),TNC_SINGLE,118
74, City and Inner South (CBD),WALK,3512
74, City and Inner South (CBD),WALK_AB,756
74, City and Inner South (CBD),WALK_BM,1070
74, City and Inner South (CBD),WALK_MR,1811
75, City and Inner South (CBD),BIKE,71
75, City and Inner South (CBD),DRIVEALONE,2865
75, City and Inner South (CBD),KNR_TRN,169
75, City and Inner South (CBD),PNR_TRN,89
75, City and Inner South (CBD),SCHOOLBUS,1
75, City and Inner South (CBD),SHARED2,633
75, City and Inner South (CBD),SHARED3,60
75, City and Inner South (CBD),TAXI,41
75, City and Inner South (CBD),TNC_SHARED,44
75, City and Inner South (CBD),TNC_SINGLE,66
75, City and Inner South (CBD),WALK,2096
75, City and Inner South (CBD),WALK_AB,447
75, City and Inner South (CBD),WALK_BM,686
75, City and Inner South (CBD),WALK_MR,1058
76, City and Inner South (CBD),BIKE,28
76, City and Inner South (CBD),DRIVEALONE,1262
76, City and Inner South (CBD),KNR_TRN,68
76, City and Inner South (CBD),PNR_TRN,24
76, City and Inner South (CBD),SCHOOLBUS,1
76, City and Inner South (CBD),SHARED2,249
76, City and Inner South (CBD),SHARED3,23
76, City and Inner South (CBD),TAXI,28
76, City and Inner South (CBD),TNC_SHARED,20
76, City and Inner South (CBD),TNC_SINGLE,37
76, City and Inner South (CBD),WALK,798
76, City and Inner South (CBD),WALK_AB,167
76, City and Inner South (CBD),WALK_BM,244
76, City and Inner South (CBD),WALK_MR,430
77, City and Inner South (CBD),BIKE,49
77, City and Inner South (CBD),DRIVEALONE,2249
77, City and Inner South (CBD),KNR_TRN,102
77, City and Inner South (CBD),PNR_TRN,71
77, City and Inner South (CBD),SCHOOLBUS,1
77, City and Inner South (CBD),SHARED2,455
77, City and Inner South (CBD),SHARED3,40
77, City and Inner South (CBD),TAXI,28
77, City and Inner South (CBD),TNC_SHARED,56
77, City and Inner South (CBD),TNC_SINGLE,64
77, City and Inner South (CBD),WALK,1381
77, City and Inner South (CBD),WALK_AB,282
77, City and Inner South (CBD),WALK_BM,403
77, City and Inner South (CBD),WALK_MR,768
78, City and Inner South (CBD),BIKE,1
78, City and Inner South (CBD),DRIVEALONE,68
78, City and Inner South (CBD),SHARED2,14
78, City and Inner South (CBD),SHARED3,1
78, City and Inner South (CBD),WALK,35
78, City and Inner South (CBD),WALK_AB,2
78, City and Inner South (CBD),WALK_BM,12
78, City and Inner South (CBD),WALK_MR,14
79, City and Inner South (CBD),BIKE,24
79, City and Inner South (CBD),DRIVEALONE,651
79, City and Inner South (CBD),KNR_TRN,24
79, City and Inner South (CBD),PNR_TRN,25
79, City and Inner South (CBD),SCHOOLBUS,1
79, City and Inner South (CBD),SHARED2,133
79, City and Inner South (CBD),SHARED3,13
79, City and Inner South (CBD),TAXI,10
79, City and Inner South (CBD),TNC_SHARED,2
79, City and Inner South (CBD),TNC_SINGLE,17
79, City and Inner South (CBD),WALK,374
79, City and Inner South (CBD),WALK_AB,75
79, City and Inner South (CBD),WALK_BM,116
79, City and Inner South (CBD),WALK_MR,198
80, City and Inner South (CBD),BIKE,127
80, City and Inner South (CBD),DRIVEALONE,6015
80, City and Inner South (CBD),KNR_TRN,619
80, City and Inner South (CBD),PNR_TRN,408
80, City and Inner South (CBD),SCHOOLBUS,4
80, City and Inner South (CBD),SHARED2,1345
80, City and Inner South (CBD),SHARED3,153
80, City and Inner South (CBD),TAXI,108
80, City and Inner South (CBD),TNC_SHARED,105
80, City and Inner South (CBD),TNC_SINGLE,155
80, City and Inner South (CBD),WALK,4575
80, City and Inner South (CBD),WALK_AB,971
80, City and Inner South (CBD),WALK_BM,1291
80, City and Inner South (CBD),WALK_MR,2061
81, City and Inner South (CBD),BIKE,51
81, City and Inner South (CBD),DRIVEALONE,1438
81, City and Inner South (CBD),KNR_TRN,174
81, City and Inner South (CBD),PNR_TRN,109
81, City and Inner South (CBD),SHARED2,332
81, City and Inner South (CBD),SHARED3,36
81, City and Inner South (CBD),TAXI,25
81, City and Inner South (CBD),TNC_SHARED,30
81, City and Inner South (CBD),TNC_SINGLE,56
